TAG,TEXT,LINK
<p>,"","https://pec.ac.in/current-students/contact-us"
<p>,"9.","https://pec.ac.in/current-students/contact-us"
<p>,"ASCE","https://pec.ac.in/current-students/contact-us"
<p>,"Rahul Madaan, SID-17102025","https://pec.ac.in/current-students/contact-us"
<p>,"Ankit Premi, SID-17102083","https://pec.ac.in/current-students/contact-us"
<p>,"Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"Joint Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"8708073672","https://pec.ac.in/current-students/contact-us"
<p>,"9988140706","https://pec.ac.in/current-students/contact-us"
<p>,"","https://pec.ac.in/current-students/contact-us"
<p>,"10.","https://pec.ac.in/current-students/contact-us"
<p>,"ASME","https://pec.ac.in/current-students/contact-us"
<p>,"Mansukh Singh, SID-17107004","https://pec.ac.in/current-students/contact-us"
<p>,"Hasrat Vashisht, SID-17109030","https://pec.ac.in/current-students/contact-us"
<p>,"Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"Joint Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"9478671106","https://pec.ac.in/current-students/contact-us"
<p>,"7355700099","https://pec.ac.in/current-students/contact-us"
<p>,"","https://pec.ac.in/current-students/contact-us"
<p>,"11.","https://pec.ac.in/current-students/contact-us"
<p>,"ATS","https://pec.ac.in/current-students/contact-us"
<p>,"Amish Jindal, SID-17101021","https://pec.ac.in/current-students/contact-us"
<p>,"Manini Mittal, SID-17101025","https://pec.ac.in/current-students/contact-us"
<p>,"Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"Joint Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"8708271837","https://pec.ac.in/current-students/contact-us"
<p>,"8130978897","https://pec.ac.in/current-students/contact-us"
<p>,"","https://pec.ac.in/current-students/contact-us"
<p>,"12.","https://pec.ac.in/current-students/contact-us"
<p>,"ACM-CSS","https://pec.ac.in/current-students/contact-us"
<p>,"Amritpreet Singh, SID-17103090","https://pec.ac.in/current-students/contact-us"
<p>,"Arihant Chawla, SID-17103036","https://pec.ac.in/current-students/contact-us"
<p>,"Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"Joint Secretary","https://pec.ac.in/current-students/contact-us"
<p>,"7986955910","https://pec.ac.in/current-students/contact-us"
<p>,"9501580708","https://pec.ac.in/current-students/contact-us"
<p>,"","https://pec.ac.in/current-students/contact-us"
<p>,"SPORTS","https://pec.ac.in/current-students/contact-us"
<p>,"1.","https://pec.ac.in/current-students/contact-us"
<p>,"SPORTS","https://pec.ac.in/current-students/contact-us"
<p>,"Stuti Sharma, SID-17103122","https://pec.ac.in/current-students/contact-us"
<p>,"Ishu Dhingra, SID- 17107106","https://pec.ac.in/current-students/contact-us"
<p>,"Secretary (Girls)","https://pec.ac.in/current-students/contact-us"
<p>,"Secretary (Boys)","https://pec.ac.in/current-students/contact-us"
<p>,"9888788924","https://pec.ac.in/current-students/contact-us"
<p>,"","https://pec.ac.in/current-students/contact-us"
<p>,"","https://pec.ac.in/current-students/contact-us"
<p>,"9888956654","https://pec.ac.in/current-students/contact-us"
<p>,"","https://pec.ac.in/current-students/contact-us"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/current-students/contact-us"
<p>,"Quick Links","https://pec.ac.in/academics/calendar"
<p>,"","https://pec.ac.in/academics/calendar"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/academics/calendar"
<p>,"Quick Links","https://pec.ac.in/programmes/student-support/scholarship-office-orders-sanction-orders"
<p>,"","https://pec.ac.in/programmes/student-support/scholarship-office-orders-sanction-orders"
<p>,"Office Orders","https://pec.ac.in/programmes/student-support/scholarship-office-orders-sanction-orders"
<p>,"Fee Waiver Office Orders for the Session 2019-20","https://pec.ac.in/programmes/student-support/scholarship-office-orders-sanction-orders"
<p>,"Scholarship Office Orders & Sanction Orders","https://pec.ac.in/programmes/student-support/scholarship-office-orders-sanction-orders"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/programmes/student-support/scholarship-office-orders-sanction-orders"
<p>,"Quick Links","https://pec.ac.in/programmes/rules-procedures"
<p>,"","https://pec.ac.in/programmes/rules-procedures"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/programmes/rules-procedures"
<p>,"Quick Links","https://pec.ac.in/programmes/functionaries-dealing-clerks"
<p>,"","https://pec.ac.in/programmes/functionaries-dealing-clerks"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/programmes/functionaries-dealing-clerks"
<p>,"Quick Links","https://pec.ac.in/departments/visiting-emeritus-professors"
<p>,"","https://pec.ac.in/departments/visiting-emeritus-professors"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/departments/visiting-emeritus-professors"
<p>,"Quick Links","https://pec.ac.in/computer-centre"
<p>,"","https://pec.ac.in/computer-centre"
<p>,"Computer Centre is central place for campus-wide networking and Internet connectivity. Backbone connectivity initiates from this Centre and caters to more than 1000 nodes across the campus. Centre is equipped with Web Server, Academia Server, E- Mail Server, Security Wall, Bandwidth Management and Data Servers. The Computer centre has network infrastructure consisting routers,firewall,Unified threat management (UTM), manageable layer 2, layer 3 switches. Centre also houses cluster of Windows and Linux based servers for mailing (http://mail.pec.ac.in) and web application hosting. Fiber optic from local ISP terminates for Internet connectivity 32 Mbps (1:1) bandwidth and further emanates to the all departments/sections/hostels. The existing institute network has Fiber backbone whereby all departments/sections/hostels are connected with the computer centre.","https://pec.ac.in/computer-centre"
<p>,"Computer centre provides computational facilities to all users in the Institute. Students, staff and faculty from all departments, sections and centres in the campus can obtain accounts to access internet and email services. Computer centre also provides various advanced and special purpose softwares for all the campus users. The centre remains open from 8:00 am to 8:00 pm on weekdays and 9:00am to 5:00 pm on saturdays.","https://pec.ac.in/computer-centre"
<p>,"","https://pec.ac.in/computer-centre"
<p>,"","https://pec.ac.in/computer-centre"
<p>,"","https://pec.ac.in/computer-centre"
<p>,"","https://pec.ac.in/computer-centre"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/computer-centre"
<p>,"Quick Links","https://pec.ac.in/cc/computer-centre-glance"
<p>,"","https://pec.ac.in/cc/computer-centre-glance"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/cc/computer-centre-glance"
<p>,"Quick Links","https://pec.ac.in/cc/campus-network"
<p>,"","https://pec.ac.in/cc/campus-network"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/cc/campus-network"
<p>,"Quick Links","https://pec.ac.in/cc/data-centre"
<p>,"","https://pec.ac.in/cc/data-centre"
<p>,"Data Centre for Central Research Lab under TEQIP II A Data Centre has been established for Central Research Lab under Technical Education Quality Improvement Programme Phase II (TEQIP II) in Computer Centre. The aim of establishing Data Centre:","https://pec.ac.in/cc/data-centre"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/cc/data-centre"
<p>,"Quick Links","https://pec.ac.in/cc/centralized-softwares"
<p>,"","https://pec.ac.in/cc/centralized-softwares"
<p>,"Sr. No.","https://pec.ac.in/cc/centralized-softwares"
<p>,"Name","https://pec.ac.in/cc/centralized-softwares"
<p>,"1.","https://pec.ac.in/cc/centralized-softwares"
<p>,"Microsoft Campus Agreement","https://pec.ac.in/cc/centralized-softwares"
<p>,"2.","https://pec.ac.in/cc/centralized-softwares"
<p>,"ERDAS Imagine","https://pec.ac.in/cc/centralized-softwares"
<p>,"4.","https://pec.ac.in/cc/centralized-softwares"
<p>,"ANSYS","https://pec.ac.in/cc/centralized-softwares"
<p>,"5.","https://pec.ac.in/cc/centralized-softwares"
<p>,"GIS Remote Sensing and Photogrammetry Package","https://pec.ac.in/cc/centralized-softwares"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/cc/centralized-softwares"
<p>,"Quick Links","https://pec.ac.in/cc/open-source-softwares"
<p>,"","https://pec.ac.in/cc/open-source-softwares"
<p>,"Be advised that available distributions of these systems can contain, or offer to build and install, added software that is neither free software nor open-source.","https://pec.ac.in/cc/open-source-softwares"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/cc/open-source-softwares"
<p>,"Quick Links","https://pec.ac.in/cc/in-house-development"
<p>,"","https://pec.ac.in/cc/in-house-development"
<p>,"Email Services are provided to Faculty Members and Students of the institute to quickly and easily send electronic files such as text documents, photos and data sheets through an email.","https://pec.ac.in/cc/in-house-development"
<p>,"Support: For queries email to : webmaster@pec.ac.in.","https://pec.ac.in/cc/in-house-development"
<p>,"Click to Access Faculty Webmail","https://pec.ac.in/cc/in-house-development"
<p>,"Click to Access Student Webmail","https://pec.ac.in/cc/in-house-development"
<p>,"","https://pec.ac.in/cc/in-house-development"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/cc/in-house-development"
<p>,"Quick Links","https://pec.ac.in/services-provided-computer-center"
<p>,"","https://pec.ac.in/services-provided-computer-center"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/services-provided-computer-center"
<p>,"Quick Links","https://pec.ac.in/cc/faculty"
<p>,"","https://pec.ac.in/cc/faculty"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/cc/faculty"
<p>,"Quick Links","https://pec.ac.in/cc/network-usage-policy"
<p>,"","https://pec.ac.in/cc/network-usage-policy"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/cc/network-usage-policy"
<p>,"Quick Links","https://pec.ac.in/cc/department-news"
<p>,"","https://pec.ac.in/cc/department-news"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/cc/department-news"
<p>,"Quick Links","https://pec.ac.in/web-help"
<p>,"","https://pec.ac.in/web-help"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/web-help"
<p>,"Quick Links","https://pec.ac.in/webmaster"
<p>,"","https://pec.ac.in/webmaster"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/webmaster"
<p>,"Quick Links","https://pec.ac.in/cc/locate-centre"
<p>,"","https://pec.ac.in/cc/locate-centre"
<p>,"Find Computer Centre, Punjab Engineering College (Deemed to be University), Chandigarh on a map","https://pec.ac.in/cc/locate-centre"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/cc/locate-centre"
<p>,"Quick Links","https://pec.ac.in/Sports"
<p>,"","https://pec.ac.in/Sports"
<p>,"Welcome to the official homepage of PEC University of Technology's Physical Education & Sports Department.The Institute has several playgrounds and well-maintained athletic track to encourage the students to take part in different games such as Cricket, Hockey, Football, Basketball, Volleyball, Lawn Tennis and Badminton.The Institute has also a Gymnasium-cum-Badminton Hall and a Swimming Pool Complex equipped with all modern facilities.","https://pec.ac.in/Sports"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/Sports"
<p>,"Quick Links","https://pec.ac.in/sports-facilities"
<p>,"","https://pec.ac.in/sports-facilities"
<p>,"Keeping in view the importance of sports in today’s scientific era and its vitality in the shaping of individual’s personality and health and fitness, the institute lays considerable emphasis on students participation in various games, sports and track and field activities. The spacious grounds of the institute are laid out into playfields for Cricket, Hockey, Football, Basketball, Volleyball, Lawn Tennis and Badminton etc. Facilities have also been provided for Yoga, Weightlifting, Wrestling and Kabaddi. A Gymnasium hall equipped with all modern scientific machines like Multi-exerciser, a swimming Pool and two Squash Courts are available for the use of students. The Institute organizes rowing activity with the help of Chandigarh Sports Department and Chandigarh Rowing Association at rowing centre, Sukhna Lake. Hiking and Trekking activity is also undertaken by the students.","https://pec.ac.in/sports-facilities"
<p>,"Lecturers in Physical Education and coaches are available for scientific teaching, training and coaching in various games and sports and physical fitness programme. The B.E. 1st year students have an option to take up “Physical Education” as an Audit Course.","https://pec.ac.in/sports-facilities"
